TownId,Town,County,Longitude,Latitude,Population,RegionId
town_nowy_staw_malborski,Nowy Staw,malborski,19.00,54.13,4226,pomerania
town_jasien_zarski,Jasień,żarski,15.02,51.75,4215,lubusz
town_sokolow_malopolski_rzeszowski,Sokołów Małopolski,rzeszowski,22.12,50.23,4210,subcarpathia
town_szamocin_chodzieski,Szamocin,chodzieski,17.12,53.03,4192,greater_poland
town_zabno_tarnowski,Żabno,tarnowski,20.88,50.12,4184,lesser_poland
town_szczucin_dabrowski,Szczucin,dąbrowski,21.07,50.32,4154,swietokrzyskie
town_tarczyn_piaseczynski,Tarczyn,piaseczyński,20.83,51.98,4150,masovia
town_resko_lobeski,Resko,łobeski,15.40,53.77,4147,west_pomerania
town_korsze_ketrzynski,Korsze,kętrzyński,21.13,54.17,4145,warmia_masuria
town_zawidow_zgorzelecki,Zawidów,zgorzelecki,15.07,51.02,4132,lubusz
town_kowalewo_pomorskie_golubsko_dobrzynski,Kowalewo Pomorskie,golubsko-dobrzyński,18.90,53.17,4102,kujawy_pomerania
town_kleczew_koninski,Kleczew,koniński,18.18,52.37,4097,kujawy_pomerania
town_gabin_plocki,Gąbin,płocki,19.72,52.40,4082,lodz
town_biala_piska_piski,Biała Piska,piski,22.07,53.62,4047,podlasie
town_tulowice_opolski,Tułowice,opolski,17.63,50.58,4026,opole
town_swieradow_zdroj_lubanski,Świeradów-Zdrój,lubański,15.35,50.90,3995,lower_silesia
town_tyczyn_rzeszowski,Tyczyn,rzeszowski,22.03,49.97,3983,subcarpathia
town_jedlnia_letnisko_radomski,Jedlnia-Letnisko,radomski,21.32,51.43,3976,swietokrzyskie
town_mieroszow_walbrzyski,Mieroszów,wałbrzyski,16.18,50.67,3964,lower_silesia
town_bobolice_koszalinski,Bobolice,koszaliński,16.58,53.95,3957,pomerania
town_czerwiensk_zielonogorski,Czerwieńsk,zielonogórski,15.43,52.02,3947,lubusz
town_babimost_zielonogorski,Babimost,zielonogórski,15.83,52.15,3901,lubusz
town_ploty_gryficki,Płoty,gryficki,15.27,53.80,3900,west_pomerania
town_janowiec_wielkopolski_zninski,Janowiec Wielkopolski,żniński,17.48,52.75,3897,greater_poland
town_osno_lubuskie_slubicki,Ośno Lubuskie,słubicki,14.87,52.45,3896,lubusz
town_zelechow_garwolinski,Żelechów,garwoliński,21.90,51.82,3895,masovia
town_gorowo_ilaweckie_bartoszycki,Górowo Iławeckie,bartoszycki,20.50,54.28,3887,warmia_masuria
town_lipiany_pyrzycki,Lipiany,pyrzycki,14.87,53.00,3887,west_pomerania
town_nekla_wrzesinski,Nekla,wrzesiński,17.42,52.37,3851,greater_poland
town_ilowa_zaganski,Iłowa,żagański,15.20,51.50,3844,lubusz
town_okonek_zlotowski,Okonek,złotowski,16.85,53.53,3842,greater_poland
town_drzewica_opoczynski,Drzewica,opoczyński,20.47,51.45,3803,swietokrzyskie
town_podkowa_lesna_grodziski,Podkowa Leśna,grodziski,20.72,52.12,3801,masovia
town_mirsk_lwowecki,Mirsk,lwówecki,15.38,50.97,3786,lower_silesia
town_kargowa_zielonogorski,Kargowa,zielonogórski,15.87,52.07,3774,lubusz
town_rymanow_krosnienski,Rymanów,krośnieński,21.88,49.57,3774,subcarpathia
town_czarny_dunajec_nowotarski,Czarny Dunajec,nowotarski,19.87,49.45,3772,lesser_poland
town_skala_krakowski,Skała,krakowski,19.85,50.23,3755,lesser_poland
town_mikolajki_mragowski,Mikołajki,mrągowski,21.58,53.80,3741,warmia_masuria
town_pruchnik_jaroslawski,Pruchnik,jarosławski,22.53,49.90,3740,subcarpathia
town_jablonowo_pomorskie_brodnicki,Jabłonowo Pomorskie,brodnicki,19.07,53.40,3730,kujawy_pomerania
town_naleczow_pulawski,Nałęczów,puławski,22.22,51.28,3727,lublin
town_halinow_minski,Halinów,miński,21.35,52.23,3714,masovia
town_bransk_bielski,Brańsk,bielski,22.83,52.75,3694,podlasie
town_barwice_szczecinecki,Barwice,szczecinecki,16.35,53.73,3677,west_pomerania
town_nowe_miasto_nad_pilica_grojecki,Nowe Miasto nad Pilicą,grójecki,20.57,51.62,3672,masovia
town_malogoszcz_jedrzejowski,Małogoszcz,jędrzejowski,20.27,50.82,3670,swietokrzyskie
town_dobrodzien_oleski,Dobrodzień,oleski,18.45,50.73,3665,opole
town_strumien_cieszynski,Strumień,cieszyński,18.77,49.92,3659,silesia
town_ujscie_pilski,Ujście,pilski,16.73,53.07,3623,greater_poland
town_rakoniewice_grodziski,Rakoniewice,grodziski,16.27,52.15,3619,greater_poland
town_zator_oswiecimski,Zator,oświęcimski,19.43,49.98,3616,lesser_poland
town_opatowek_kaliski,Opatówek,kaliski,18.22,51.73,3611,lodz
town_krajenka_zlotowski,Krajenka,złotowski,16.98,53.38,3603,greater_poland
town_skorcz_starogardzki,Skórcz,starogardzki,18.53,53.80,3603,pomerania
town_chmielnik_kielecki,Chmielnik,kielecki,20.75,50.62,3596,swietokrzyskie
town_mrozy_minski,Mrozy,miński,21.82,52.17,3586,masovia
town_mieszkowice_gryfinski,Mieszkowice,gryfiński,14.48,52.78,3577,west_pomerania
town_wojcieszow_zlotoryjski,Wojcieszów,złotoryjski,15.92,50.97,3572,lower_silesia
town_toszek_gliwicki,Toszek,gliwicki,18.52,50.47,3569,silesia
town_kepice_slupski,Kępice,słupski,16.87,54.25,3558,pomerania
town_prochowice_legnicki,Prochowice,legnicki,16.38,51.28,3556,lower_silesia
town_skepe_lipnowski,Skępe,lipnowski,19.35,52.87,3542,kujawy_pomerania
town_leba_leborski,Łeba,lęborski,17.55,54.78,3541,pomerania
town_miloslaw_wrzesinski,Miłosław,wrzesiński,17.50,52.22,3534,greater_poland
town_byczyna_kluczborski,Byczyna,kluczborski,18.22,51.12,3532,opole
town_szczekociny_zawiercianski,Szczekociny,zawierciański,19.80,50.63,3532,lesser_poland
town_malomice_zaganski,Małomice,żagański,15.45,51.55,3496,lubusz
town_sompolno_koninski,Sompolno,koniński,18.50,52.38,3472,kujawy_pomerania
town_kowal_wloclawski,Kowal,włocławski,19.15,52.53,3468,kujawy_pomerania
town_przedborz_radomszczanski,Przedbórz,radomszczański,19.87,51.10,3458,swietokrzyskie
town_strykow_zgierski,Stryków,zgierski,19.58,51.90,3428,lodz
town_myszyniec_ostrolecki,Myszyniec,ostrołęcki,21.35,53.38,3397,warmia_masuria
town_rzgow_lodzki_wschodni,Rzgów,łódzki wschodni,19.50,51.67,3382,lodz
town_maszewo_goleniowski,Maszewo,goleniowski,15.05,53.50,3346,west_pomerania
town_szczuczyn_grajewski,Szczuczyn,grajewski,22.30,53.57,3341,podlasie
town_zloczew_sieradzki,Złoczew,sieradzki,18.62,51.42,3340,lodz
town_alwernia_chrzanowski,Alwernia,chrzanowski,19.53,50.07,3336,lesser_poland
town_wojnicz_tarnowski,Wojnicz,tarnowski,20.83,49.97,3310,lesser_poland
town_tarnogrod_bilgorajski,Tarnogród,biłgorajski,22.75,50.35,3304,subcarpathia
town_kolonowskie_strzelecki,Kolonowskie,strzelecki,18.38,50.65,3296,opole
town_kock_lubartowski,Kock,lubartowski,22.45,51.65,3238,lublin
town_radomysl_wielki_mielecki,Radomyśl Wielki,mielecki,21.28,50.20,3225,subcarpathia
town_kobylin_krotoszynski,Kobylin,krotoszyński,17.23,51.70,3222,lower_silesia
town_hel_pucki,Hel,pucki,18.80,54.60,3212,pomerania
town_warta_sieradzki,Warta,sieradzki,18.63,51.70,3208,lodz
town_tuliszkow_turecki,Tuliszków,turecki,18.30,52.07,3204,lodz
town_miejska_gorka_rawicki,Miejska Górka,rawicki,16.97,51.65,3203,lower_silesia
town_piekoszow_kielecki,Piekoszów,kielecki,20.45,50.88,3167,swietokrzyskie
town_lasin_grudziadzki,Łasin,grudziądzki,19.08,53.52,3161,kujawy_pomerania
town_golancz_wagrowiecki,Gołańcz,wągrowiecki,17.30,52.95,3158,greater_poland
town_zakroczym_nowodworski,Zakroczym,nowodworski,20.62,52.43,3149,masovia
town_wilamowice_bielski,Wilamowice,bielski,19.15,49.92,3142,silesia
town_bobowa_gorlicki,Bobowa,gorlicki,20.95,49.72,3137,lesser_poland
town_jeziorany_olsztynski,Jeziorany,olsztyński,20.75,53.97,3135,warmia_masuria
town_biala_rawska_rawski,Biała Rawska,rawski,20.48,51.80,3132,masovia
town_kanczuga_przeworski,Kańczuga,przeworski,22.42,49.98,3131,subcarpathia
town_slesin_koninski,Ślesin,koniński,18.30,52.37,3124,kujawy_pomerania
town_chociwel_stargardzki,Chociwel,stargardzki,15.32,53.45,3123,west_pomerania
town_dobrzyca_pleszewski,Dobrzyca,pleszewski,17.62,51.87,3112,greater_poland
town_zwierzyniec_zamojski,Zwierzyniec,zamojski,22.97,50.62,3101,lublin
town_chorzele_przasnyski,Chorzele,przasnyski,20.88,53.27,3100,warmia_masuria
town_radoszyce_konecki,Radoszyce,konecki,20.27,51.07,3095,swietokrzyskie
town_pyzdry_wrzesinski,Pyzdry,wrzesiński,17.68,52.17,3092,greater_poland
town_krasnobrod_zamojski,Krasnobród,zamojski,23.23,50.55,3074,lublin
town_miroslawiec_walecki,Mirosławiec,wałecki,16.08,53.33,3054,west_pomerania
town_dobiegniew_strzelecko_drezdenecki,Dobiegniew,strzelecko-drezdenecki,15.75,52.97,3017,west_pomerania
town_cmielow_ostrowiecki,Ćmielów,ostrowiecki,21.52,50.90,2984,swietokrzyskie
town_margonin_chodzieski,Margonin,chodzieski,17.08,52.97,2984,greater_poland
town_michalowo_bialostocki,Michałowo,białostocki,23.62,53.03,2983,podlasie
town_wielbark_szczycienski,Wielbark,szczycieński,20.93,53.40,2981,warmia_masuria
town_gozdnica_zaganski,Gozdnica,żagański,15.10,51.43,2977,lubusz
town_glinojeck_ciechanowski,Glinojeck,ciechanowski,20.28,52.82,2976,masovia
town_uniejow_poddebicki,Uniejów,poddębicki,18.80,51.97,2957,lodz
town_zaklikow_stalowowolski,Zaklików,stalowowolski,22.12,50.77,2954,lublin
town_oleszyce_lubaczowski,Oleszyce,lubaczowski,23.03,50.17,2948,subcarpathia
town_lobzenica_pilski,Łobżenica,pilski,17.25,53.27,2939,kujawy_pomerania
town_lwowek_nowotomyski,Lwówek,nowotomyski,16.18,52.45,2933,greater_poland
town_niemcza_dzierzoniowski,Niemcza,dzierżoniowski,16.83,50.72,2932,lower_silesia
town_lubraniec_wloclawski,Lubraniec,włocławski,18.83,52.55,2927,kujawy_pomerania
town_rydzyna_leszczynski,Rydzyna,leszczyński,16.67,51.80,2919,greater_poland
town_bojanowo_rawicki,Bojanowo,rawicki,16.75,51.70,2915,lower_silesia
town_kaczory_pilski,Kaczory,pilski,16.87,53.12,2904,greater_poland
town_zagorow_slupecki,Zagórów,słupecki,17.90,52.17,2902,greater_poland
town_mielno_koszalinski,Mielno,koszaliński,16.07,54.27,2898,west_pomerania
town_kunow_ostrowiecki,Kunów,ostrowiecki,21.28,50.97,2883,swietokrzyskie
town_polanow_koszalinski,Polanów,koszaliński,16.68,54.12,2881,pomerania
town_poniec_gostynski,Poniec,gostyński,16.80,51.77,2878,greater_poland
town_recz_choszczenski,Recz,choszczeński,15.55,53.25,2873,west_pomerania
town_kaluszyn_minski,Kałuszyn,miński,21.82,52.22,2862,masovia
town_baborow_glubczycki,Baborów,głubczycki,17.98,50.15,2861,opole
town_daleszyce_kielecki,Daleszyce,kielecki,20.80,50.80,2856,swietokrzyskie
town_sulmierzyce_krotoszynski,Sulmierzyce,krotoszyński,19.20,51.18,2831,lodz
town_ryglice_tarnowski,Ryglice,tarnowski,21.13,49.88,2830,subcarpathia
town_ryn_gizycki,Ryn,giżycki,21.53,53.93,2827,warmia_masuria
town_piszczac_bialski,Piszczac,bialski,23.38,51.98,2825,lublin
town_drobin_plocki,Drobin,płocki,19.98,52.73,2821,masovia
town_wegliniec_zgorzelecki,Węgliniec,zgorzelecki,15.22,51.28,2802,lubusz
town_wegorzyno_lobeski,Węgorzyno,łobeski,15.55,53.53,2771,west_pomerania
town_cybinka_slubicki,Cybinka,słubicki,14.80,52.20,2768,lubusz
town_czarna_woda_starogardzki,Czarna Woda,starogardzki,18.10,53.83,2763,pomerania
town_nowy_wisnicz_bochenski,Nowy Wiśnicz,bocheński,20.45,49.92,2763,lesser_poland
town_radlow_tarnowski,Radłów,tarnowski,20.85,50.08,2757,lesser_poland
town_brzostek_debicki,Brzostek,dębicki,21.42,49.88,2749,subcarpathia
town_knyszyn_moniecki,Knyszyn,moniecki,22.92,53.30,2726,podlasie
town_nowe_miasteczko_nowosolski,Nowe Miasteczko,nowosolski,15.73,51.70,2724,lubusz
town_wachock_starachowicki,Wąchock,starachowicki,21.02,51.08,2724,swietokrzyskie
town_pruszcz_swiecki,Pruszcz,świecki,18.20,53.33,2721,kujawy_pomerania
town_ksiaz_wielkopolski_sremski,Książ Wielkopolski,śremski,17.23,52.05,2718,greater_poland
town_kamiensk_radomszczanski,Kamieńsk,radomszczański,19.50,51.22,2703,lodz
town_rozan_makowski,Różan,makowski,21.40,52.88,2698,masovia
town_zloty_stok_zabkowicki,Złoty Stok,ząbkowicki,16.87,50.45,2696,lower_silesia
town_jastarnia_pucki,Jastarnia,pucki,18.67,54.70,2679,pomerania
town_pieniezno_braniewski,Pieniężno,braniewski,20.13,54.23,2679,warmia_masuria
town_golczewo_kamienski,Golczewo,kamieński,14.97,53.98,2673,west_pomerania
town_czerniejewo_gnieznienski,Czerniejewo,gnieźnieński,17.48,52.43,2671,greater_poland
town_dziwnow_kamienski,Dziwnów,kamieński,14.75,54.03,2647,west_pomerania
town_wasosz_gorowski,Wąsosz,górowski,16.68,51.57,2647,lower_silesia
town_czyzew_wysokomazowiecki,Czyżew,wysokomazowiecki,22.30,52.80,2646,podlasie
town_tolkmicko_elblaski,Tolkmicko,elbląski,19.52,54.32,2644,pomerania
town_wysoka_pilski,Wysoka,pilski,17.07,53.18,2614,greater_poland
town_klecko_gnieznienski,Kłecko,gnieźnieński,17.43,52.62,2605,greater_poland
town_pelczyce_choszczenski,Pełczyce,choszczeński,15.30,53.03,2595,west_pomerania
town_izbica_kujawska_wloclawski,Izbica Kujawska,włocławski,18.77,52.42,2594,kujawy_pomerania
town_wyszogrod_plocki,Wyszogród,płocki,20.20,52.38,2569,masovia
town_lesnica_strzelecki,Leśnica,strzelecki,18.20,50.43,2564,opole
town_proszkow_opolski,Prószków,opolski,17.88,50.58,2561,opole
town_milakowo_ostrodzki,Miłakowo,ostródzki,20.08,54.02,2540,warmia_masuria
town_kazimierz_dolny_pulawski,Kazimierz Dolny,puławski,21.97,51.32,2534,lublin
town_piaski_swidnicki,Piaski,świdnicki,22.85,51.13,2531,lublin
town_torzym_sulecinski,Torzym,sulęciński,15.07,52.32,2520,lubusz
town_miedzylesie_klodzki,Międzylesie,kłodzki,16.68,50.15,2514,opole
town_borek_wielkopolski_gostynski,Borek Wielkopolski,gostyński,17.25,51.92,2500,greater_poland
town_pasym_szczycienski,Pasym,szczycieński,20.78,53.65,2498,warmia_masuria
town_bardo_zabkowicki,Bardo,ząbkowicki,16.75,50.52,2497,lower_silesia
town_zabludow_bialostocki,Zabłudów,białostocki,23.35,53.02,2490,podlasie
town_tychowo_bialogardzki,Tychowo,białogardzki,16.25,53.92,2485,west_pomerania
town_stoczek_lukowski_lukowski,Stoczek Łukowski,łukowski,21.97,51.97,2480,masovia
town_jozefow_bilgorajski,Józefów,biłgorajski,23.07,50.48,2473,subcarpathia
town_stepnica_goleniowski,Stepnica,goleniowski,14.62,53.65,2464,west_pomerania
town_olsztyn_czestochowski,Olsztyn,częstochowski,19.27,50.75,2450,silesia
town_ciezkowice_tarnowski,Ciężkowice,tarnowski,20.97,49.80,2447,subcarpathia
town_swiatniki_gorne_krakowski,Świątniki Górne,krakowski,19.97,49.93,2441,lesser_poland
town_gorzow_slaski_oleski,Gorzów Śląski,oleski,18.43,51.03,2439,opole
town_goscino_kolobrzeski,Gościno,kołobrzeski,15.63,54.05,2439,west_pomerania
town_kozieglowy_myszkowski,Koziegłowy,myszkowski,19.17,50.60,2438,silesia
town_annopol_krasnicki,Annopol,kraśnicki,21.87,50.88,2436,lublin
town_koprzywnica_sandomierski,Koprzywnica,sandomierski,21.58,50.60,2431,subcarpathia
town_lubycza_krolewska_tomaszowski,Lubycza Królewska,tomaszowski,23.52,50.33,2424,subcarpathia
town_milomlyn_ostrodzki,Miłomłyn,ostródzki,19.83,53.77,2421,warmia_masuria
town_radkow_klodzki,Radków,kłodzki,16.40,50.50,2401,lower_silesia
town_leknica_zarski,Łęknica,żarski,14.73,51.55,2396,lubusz
town_osieczna_leszczynski,Osieczna,leszczyński,18.20,53.78,2392,pomerania
town_biala_prudnicki,Biała,prudnicki,17.67,50.38,2390,opole
town_obrzycko_szamotulski,Obrzycko,szamotulski,16.52,52.70,2385,greater_poland
town_miescisko_wagrowiecki,Mieścisko,wągrowiecki,17.33,52.75,2362,greater_poland
town_rychwal_koninski,Rychwał,koniński,18.17,52.07,2353,greater_poland
town_miedzyborz_olesnicki,Międzybórz,oleśnicki,17.67,51.38,2341,lower_silesia
town_trzciel_miedzyrzecki,Trzciel,międzyrzecki,15.87,52.37,2339,lubusz
town_kamien_krajenski_sepolenski,Kamień Krajeński,sępoleński,17.52,53.53,2335,kujawy_pomerania
town_bisztynek_bartoszycki,Bisztynek,bartoszycki,20.90,54.08,2328,warmia_masuria
town_czchow_brzeski,Czchów,brzeski,20.68,49.83,2323,lesser_poland
town_krynki_sokolski,Krynki,sokólski,23.78,53.27,2313,podlasie
town_czlopa_walecki,Człopa,wałecki,16.10,53.08,2308,greater_poland
town_siennica_minski,Siennica,miński,21.62,52.10,2308,masovia
town_frombork_braniewski,Frombork,braniewski,19.68,54.35,2305,pomerania
town_wolborz_piotrkowski,Wolbórz,piotrkowski,19.83,51.52,2301,lodz
town_dobra_turecki,Dobra,turecki,18.62,51.92,2296,lodz
town_chodecz_wloclawski,Chodecz,włocławski,19.03,52.40,2279,kujawy_pomerania
town_drawno_choszczenski,Drawno,choszczeński,15.75,53.22,2250,west_pomerania
town_lipsk_augustowski,Lipsk,augustowski,23.40,53.73,2250,podlasie
town_lututow_wieruszowski,Lututów,wieruszowski,18.43,51.37,2241,lodz
town_swierzawa_zlotoryjski,Świerzawa,złotoryjski,15.90,51.02,2234,lower_silesia
town_ceglow_minski,Cegłów,miński,21.73,52.15,2226,masovia
town_prusice_trzebnicki,Prusice,trzebnicki,16.87,51.37,2226,lower_silesia
town_dobrzany_stargardzki,Dobrzany,stargardzki,15.42,53.35,2218,west_pomerania
town_bialy_bor_szczecinecki,Biały Bór,szczecinecki,16.83,53.73,2208,pomerania
town_trzcinsko_zdroj_gryfinski,Trzcińsko-Zdrój,gryfiński,14.58,52.97,2200,west_pomerania
town_wiazow_strzelinski,Wiązów,strzeliński,17.28,50.82,2198,lower_silesia
town_mogielnica_grojecki,Mogielnica,grójecki,20.72,51.70,2193,masovia
town_bodzentyn_kielecki,Bodzentyn,kielecki,20.95,50.95,2190,swietokrzyskie
town_stawiski_kolnenski,Stawiski,kolneński,22.17,53.38,2159,podlasie
town_szepietowo_wysokomazowiecki,Szepietowo,wysokomazowiecki,22.55,52.87,2157,podlasie
town_nowogrod_lomzynski,Nowogród,łomżyński,21.90,53.23,2150,podlasie
town_blazowa_rzeszowski,Błażowa,rzeszowski,22.10,49.90,2148,subcarpathia
town_suchowola_sokolski,Suchowola,sokólski,23.10,53.58,2137,podlasie
town_krzanowice_raciborski,Krzanowice,raciborski,18.13,50.02,2134,silesia
town_sieniawa_przeworski,Sieniawa,przeworski,22.62,50.18,2132,subcarpathia
town_zalewo_ilawski,Zalewo,iławski,19.60,53.85,2129,warmia_masuria
town_raszkow_ostrowski,Raszków,ostrowski,17.73,51.72,2119,lower_silesia
town_laszczow_tomaszowski,Łaszczów,tomaszowski,23.72,50.53,2111,lublin
town_zerkow_jarocinski,Żerków,jarociński,17.57,52.07,2109,greater_poland
town_ostrow_lubelski_lubartowski,Ostrów Lubelski,lubartowski,22.87,51.50,2089,lublin
town_pogorzela_gostynski,Pogorzela,gostyński,17.23,51.80,2087,greater_poland
town_kisielice_ilawski,Kisielice,iławski,19.25,53.60,2081,kujawy_pomerania
town_lubniewice_sulecinski,Lubniewice,sulęciński,15.25,52.52,2080,lubusz
town_miekinia_sredzki,Miękinia,średzki,16.73,51.20,2078,lower_silesia
town_dobrzyn_nad_wisla_lipnowski,Dobrzyń nad Wisłą,lipnowski,19.33,52.65,2072,kujawy_pomerania
town_kosow_lacki_sokolowski,Kosów Lacki,sokołowski,22.15,52.58,2071,masovia
town_tyszowce_tomaszowski,Tyszowce,tomaszowski,23.68,50.62,2054,lublin
town_blaszki_sieradzki,Błaszki,sieradzki,18.43,51.65,2047,lodz
town_dukla_krosnienski,Dukla,krośnieński,21.68,49.55,2044,subcarpathia
town_narol_lubaczowski,Narol,lubaczowski,23.33,50.35,2040,subcarpathia
town_rejowiec_chelmski,Rejowiec,chełmski,23.30,51.10,2026,lublin
town_kikol_lipnowski,Kikół,lipnowski,19.12,52.92,1994,kujawy_pomerania
town_lubomierz_lwowecki,Lubomierz,lwówecki,15.52,51.02,1987,lower_silesia
town_dabie_kolski,Dąbie,kolski,18.82,52.08,1982,lodz
town_osiek_staszowski,Osiek,staszowski,21.43,50.52,1970,subcarpathia
town_jutrosin_rawicki,Jutrosin,rawicki,17.18,51.63,1966,lower_silesia
town_tykocin_bialostocki,Tykocin,białostocki,22.77,53.20,1966,podlasie
town_kozminek_kaliski,Koźminek,kaliski,18.35,51.80,1938,lodz
town_iwaniska_opatowski,Iwaniska,opatowski,21.27,50.73,1933,swietokrzyskie
town_drohiczyn_siemiatycki,Drohiczyn,siemiatycki,22.65,52.40,1932,podlasie
town_sanniki_gostyninski,Sanniki,gostyniński,19.87,52.33,1932,lodz
town_sosnicowice_gliwicki,Sośnicowice,gliwicki,18.53,50.27,1927,silesia
town_cieszanow_lubaczowski,Cieszanów,lubaczowski,23.13,50.23,1922,subcarpathia
town_tuczno_walecki,Tuczno,wałecki,16.13,53.18,1919,greater_poland
town_pilica_zawiercianski,Pilica,zawierciański,19.65,50.48,1917,silesia
town_ostrorog_szamotulski,Ostroróg,szamotulski,16.43,52.63,1916,greater_poland
town_grabow_nad_prosna_ostrzeszowski,Grabów nad Prosną,ostrzeszowski,18.12,51.50,1912,lower_silesia
town_brok_ostrowski,Brok,ostrowski,21.85,52.70,1904,masovia
town_sochocin_plonski,Sochocin,płoński,20.47,52.70,1900,masovia
town_szadek_zdunskowolski,Szadek,zduńskowolski,18.98,51.70,1898,lodz
town_insko_stargardzki,Ińsko,stargardzki,15.53,53.43,1892,west_pomerania
town_klimontow_sandomierski,Klimontów,sandomierski,21.45,50.67,1884,swietokrzyskie
town_sepopol_bartoszycki,Sępopol,bartoszycki,21.02,54.27,1883,warmia_masuria
town_nieszawa_aleksandrowski,Nieszawa,aleksandrowski,18.90,52.83,1834,kujawy_pomerania
town_biezun_zurominski,Bieżuń,żuromiński,19.87,52.95,1829,kujawy_pomerania
town_dobre_minski,Dobre,miński,21.68,52.32,1820,masovia
town_goniadz_moniecki,Goniądz,moniecki,22.73,53.48,1819,podlasie
town_mikstat_ostrzeszowski,Mikstat,ostrzeszowski,17.97,51.53,1812,lower_silesia
town_olesnica_staszowski,Oleśnica,staszowski,21.07,50.47,1809,swietokrzyskie
town_przeclaw_mielecki,Przecław,mielecki,21.48,50.20,1788,subcarpathia
town_radzyn_chelminski_grudziadzki,Radzyń Chełmiński,grudziądzki,18.93,53.38,1784,kujawy_pomerania
town_wielichowo_grodziski,Wielichowo,grodziski,16.35,52.12,1774,greater_poland
town_korfantow_nyski,Korfantów,nyski,17.60,50.48,1771,opole
town_chocz_pleszewski,Chocz,pleszewski,17.88,51.97,1769,greater_poland
town_mlynary_elblaski,Młynary,elbląski,19.72,54.18,1763,warmia_masuria
town_iwonicz_zdroj_krosnienski,Iwonicz-Zdrój,krośnieński,21.80,49.57,1742,subcarpathia
town_ujazd_strzelecki,Ujazd,strzelecki,18.35,50.40,1734,opole
town_wlen_lwowecki,Wleń,lwówecki,15.68,51.02,1725,lower_silesia
town_krzywin_koscianski,Krzywiń,kościański,16.82,51.97,1721,greater_poland
town_ujazd_tomaszowski,Ujazd,tomaszowski,19.92,51.60,1720,lodz
town_zawichost_sandomierski,Zawichost,sandomierski,21.85,50.82,1713,lublin
town_kamionka_lubartowski,Kamionka,lubartowski,22.47,51.48,1712,lublin
town_mordy_siedlecki,Mordy,siedlecki,22.52,52.22,1710,masovia
town_morawica_kielecki,Morawica,kielecki,20.62,50.75,1708,swietokrzyskie
town_piatek_leczycki,Piątek,łęczycki,19.47,52.07,1690,lodz
town_rozprza_piotrkowski,Rozprza,piotrkowski,19.63,51.30,1689,lodz
town_urzedow_krasnicki,Urzędów,kraśnicki,22.15,51.00,1679,lublin
town_nowe_brzesko_proszowicki,Nowe Brzesko,proszowicki,20.37,50.13,1654,lesser_poland
town_lubowidz_zurominski,Lubowidz,żuromiński,19.85,53.12,1645,warmia_masuria
town_nowe_miasto_plonski,Nowe Miasto,płoński,20.63,52.65,1644,masovia
town_otyn_nowosolski,Otyń,nowosolski,15.72,51.85,1641,lubusz
town_zakliczyn_tarnowski,Zakliczyn,tarnowski,20.82,49.85,1628,lesser_poland
town_przedecz_kolski,Przedecz,kolski,18.90,52.33,1621,lodz
town_moryn_gryfinski,Moryń,gryfiński,14.37,52.85,1612,west_pomerania
town_jedwabne_lomzynski,Jedwabne,łomżyński,22.30,53.28,1607,podlasie
town_lutomiersk_pabianicki,Lutomiersk,pabianicki,19.22,51.75,1578,lodz
town_dolsk_sremski,Dolsk,śremski,17.07,51.98,1553,greater_poland
town_lagow_kielecki,Łagów,kielecki,21.08,50.78,1543,swietokrzyskie
town_rajgrod_grajewski,Rajgród,grajewski,22.70,53.73,1539,podlasie
town_strzeleczki_krapkowicki,Strzeleczki,krapkowicki,17.85,50.47,1539,opole
town_cedynia_gryfinski,Cedynia,gryfiński,14.20,52.88,1497,west_pomerania
town_stawiszyn_kaliski,Stawiszyn,kaliski,18.10,51.92,1461,lodz
town_modliborzyce_janowski,Modliborzyce,janowski,22.33,50.75,1459,lublin
town_suchan_stargardzki,Suchań,stargardzki,15.32,53.28,1440,west_pomerania
town_frampol_bilgorajski,Frampol,biłgorajski,22.68,50.68,1432,lublin
town_baranow_sandomierski_tarnobrzeski,Baranów Sandomierski,tarnobrzeski,21.55,50.50,1430,subcarpathia
town_kolaczyce_jasielski,Kołaczyce,jasielski,21.43,49.80,1427,subcarpathia
town_ulanow_nizanski,Ulanów,niżański,22.28,50.50,1427,subcarpathia
town_stopnica_buski,Stopnica,buski,20.93,50.43,1414,swietokrzyskie
town_maciejowice_garwolinski,Maciejowice,garwoliński,21.57,51.70,1410,masovia
town_gasawa_zninski,Gąsawa,żniński,17.75,52.77,1406,kujawy_pomerania
town_siedliszcze_chelmski,Siedliszcze,chełmski,23.17,51.20,1406,lublin
town_gorzno_brodnicki,Górzno,brodnicki,19.63,53.20,1403,kujawy_pomerania
town_jaraczewo_jarocinski,Jaraczewo,jarociński,17.30,51.97,1403,greater_poland
town_lopuszno_kielecki,Łopuszno,kielecki,20.25,50.95,1402,swietokrzyskie
town_latowicz_minski,Latowicz,miński,21.82,52.03,1380,masovia
town_lubien_kujawski_wloclawski,Lubień Kujawski,włocławski,19.17,52.40,1377,lodz
town_nowa_slupia_kielecki,Nowa Słupia,kielecki,21.08,50.87,1356,swietokrzyskie
town_dobra_lobeski,Dobra,łobeski,15.30,53.57,1352,west_pomerania
town_osjakow_wielunski,Osjaków,wieluński,18.80,51.30,1350,lodz
town_rychtal_kepinski,Rychtal,kępiński,17.85,51.15,1347,opole
